gameId,week,nflPlayId,nflPlayType,nflPlayDescription,side,playerName,teamId,position
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,off,Jon Gaines II,3800,C
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,off,Hayden Conner,3800,G
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,off,Josh Fryar,3800,T
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,off,Reggie Virgil,3800,WR
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,off,Jayden Williams,3800,T
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,off,Jameson Geers,3800,TE
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Cameron McGrone,2520,OLB
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Patrick Johnson,2520,OLB
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Tristin McCollum,2520,SS
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Segun Olubi,2520,OLB
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Greedy Vance,2520,CB
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Jahfari Harvey,2520,DE
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Treydan Stukes,2520,FS
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Jermod McCoy,2520,CB
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Hezekiah Masses,2520,CB
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Brandon Cleveland,2520,DT
2026005,1,2199,SACK,(11:17) (Shotgun) G.Minshew sacked at LV 37 for -3 yards (P.Johnson).,def,Gary Smith III,2520,DT
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Casey Kreiter,3800,LS
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Matt Pryor,3800,T
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Olisaemeka Udoh,3800,T
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Blake Gillikin,3800,P
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Chad Ryland,3800,K
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Jon Gaines II,3800,C
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Christian Jones,3800,T
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Hayden Conner,3800,G
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Rivaldo Fairweather,3800,TE
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Josh Fryar,3800,T
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",off,Jameson Geers,3800,TE
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Cameron McGrone,2520,OLB
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Patrick Johnson,2520,OLB
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Tristin McCollum,2520,SS
